Symbol,Company_Name,Sector,Industry,Market_Cap,P_E_Ratio,Dividend_Yield,EPS,Revenue,Profit_Margin,Debt_to_Equity,Current_Ratio,ROE,ROA,Beta,52_Week_High,52_Week_Low,Average_Volume,Shares_Outstanding,Market_Cap_Category
POOL,Pool Corporation,Industrials,Industrial Distribution,9472916480.0,23.182314,2.01,10.97,5294666240.0,0.07784,100.725,2.57,0.29307,0.10717,1.222,395.6,242.1,618825.0,37249484.0,Mid Cap
PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,21522204672.0,17.157425,2.96,5.59,15690000384.0,0.06348,102.552,1.465,0.1616,0.06034,1.161,130.05,90.24,1786023.0,224400000.0,Large Cap
PPL,PPL Corporation,Utilities,Utilities - Regulated Electric,27266787328.0,25.07483,2.96,1.47,8979000320.0,0.12162,132.089,0.774,0.076620005,0.030079998,0.704,38.27,31.22,5159751.0,739739177.0,Large Cap
PFG,"Principal Financial Group, Inc.",Financial Services,Asset Management,18537764864.0,12.372434,3.78,6.82,15800800256.0,0.099580005,34.137,1.557,0.13767,0.00368,0.895,90.31,68.39,1216778.0,219693843.0,Large Cap
PG,The Procter & Gamble Company,Consumer Defensive,Household & Personal Products,347098382336.0,21.684671,2.91,6.85,84933001216.0,0.19739,67.125,0.714,0.31902,0.10746,0.381,180.43,144.09,7354309.0,2336733549.0,Large Cap
PGR,The Progressive Corporation,Financial Services,Insurance - Property & Casualty,128954621952.0,12.063084,2.25,18.23,85165998080.0,0.12579,19.455,0.297,0.34223998,0.076009996,0.373,292.99,199.9,3338231.0,586397236.0,Large Cap
PLD,"Prologis, Inc.",Real Estate,REIT - Industrial,117278752768.0,36.810497,3.23,3.43,9100544000.0,0.35243,62.789,0.767,0.05963,0.0247,1.411,127.5,85.35,3301129.0,928867000.0,Large Cap
PRU,"Prudential Financial, Inc.",Financial Services,Insurance - Life,37350629376.0,14.621917,5.05,7.3,57598001152.0,0.04538,148.723,0.841,0.085,0.0026699998,0.97,130.55,90.38,1557228.0,349921578.0,Large Cap
PEG,Public Service Enterprise Group Incorporated,Utilities,Utilities - Regulated Electric,41804144640.0,20.132212,3.03,4.16,11717999616.0,0.17768,138.209,0.934,0.12579,0.03364,0.607,95.22,74.67,2713670.0,499153976.0,Large Cap
PTC,PTC Inc.,Technology,Software - Application,21323102208.0,28.990229,,6.14,2739226112.0,0.27053,35.736,,0.21029,0.09678,1.019,219.69,133.38,810526.0,119792704.0,Large Cap
PSA,Public Storage,Real Estate,REIT - Industrial,48754147328.0,28.85358,4.4,9.63,4795182080.0,0.39453998,106.758,0.269,0.19933,0.07022,0.985,355.87,256.6,858732.0,175463014.0,Large Cap
PHM,"PulteGroup, Inc.",Consumer Cyclical,Residential Construction,23627825152.0,9.360618,0.73,12.95,17622999040.0,0.14926,16.939,6.449,0.21569,0.122279994,1.319,142.11,88.07,2210735.0,194916877.0,Large Cap
PWR,"Quanta Services, Inc.",Industrials,Engineering & Construction,66939613184.0,66.4068,0.09,6.76,27191171072.0,0.03744,71.612,1.344,0.13369,0.047859997,1.143,469.43,227.08,994446.0,149115887.0,Large Cap
QCOM,QUALCOMM Incorporated,Technology,Semiconductors,186332577792.0,34.726543,2.07,5.01,44283998208.0,0.12512,73.767,2.816,0.2334,0.14713,1.208,205.95,120.8,9422784.0,1071000000.0,Large Cap
DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,21008119808.0,22.165493,1.74,8.52,10849999872.0,0.08931,86.524,1.128,0.14353,0.0612,0.623,197.55,148.7,921201.0,111242362.0,Large Cap
Q,"Qnity Electronics, Inc.",Technology,Semiconductor Equipment & Materials,20216627200.0,48.507538,,1.99,4536999936.0,0.17479,1.17,2.01,,,,105.4,70.5,3196500.0,209433618.0,Large Cap
RL,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,20240637952.0,24.687868,1.09,13.52,7570599936.0,0.112840004,111.231,2.04,0.34005,0.09596,1.548,341.9,176.61,605176.0,38759382.0,Large Cap
RJF,"Raymond James Financial, Inc.",Financial Services,Asset Management,32391329792.0,15.874757,1.24,10.3,14028000256.0,0.1522,36.906,,0.17844999,,1.006,177.66,117.57,1151110.0,198100000.0,Large Cap
RTX,RTX Corporation,Industrials,Aerospace & Defense,240293150720.0,36.800823,1.52,4.87,85987999744.0,0.07666,61.315,1.073,0.10702,0.03787,0.431,181.31,112.27,4429990.0,1340771942.0,Large Cap
O,Realty Income Corporation,Real Estate,REIT - Retail,52581814272.0,53.42056,5.74,1.07,5614793216.0,0.17135,73.977,1.362,0.02488,0.02268,0.809,61.09,50.71,5529943.0,919905765.0,Large Cap
REG,Regency Centers Corporation,Real Estate,REIT - Retail,13307033600.0,32.688072,4.31,2.18,1576867968.0,0.26093,73.101,0.88,0.0602,0.03056,0.943,78.18,63.44,1116275.0,182900978.0,Large Cap
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,70894845952.0,16.17238,0.54,41.71,14247799808.0,0.32131,8.739,4.063,0.15188,0.06157,0.386,831.0,476.49,1043375.0,103282318.0,Large Cap
RF,Regions Financial Corporation,Financial Services,Banks - Regional,21974523904.0,11.039647,4.23,2.27,6944999936.0,0.31044,,,0.11401,0.01359,1.054,27.96,17.74,25854775.0,876876496.0,Large Cap
RSG,"Republic Services, Inc.",Industrials,Waste Management,64119906304.0,30.731455,1.22,6.74,16501999616.0,0.12768,113.763,0.583,0.18249,0.06343,0.553,258.75,199.43,1231609.0,309563599.0,Large Cap
RMD,ResMed Inc.,Healthcare,Medical Instruments & Supplies,36846268416.0,25.810839,0.96,9.78,5257399808.0,0.2735,13.826,2.888,0.25413,0.14185001,0.87,293.81,199.92,1048298.0,145966294.0,Large Cap
RVTY,"Revvity, Inc.",Healthcare,Diagnostics & Research,10692454400.0,48.6134,0.3,1.94,2813367040.0,0.08441,45.676,1.753,0.0304,0.02093,1.073,128.29,81.36,1273943.0,113375621.0,Large Cap
HOOD,"Robinhood Markets, Inc.",Financial Services,Capital Markets,118629982208.0,54.742733,,2.41,4204000000.0,0.52188,188.794,1.108,0.27816,0.051810004,2.423,153.86,29.66,36913896.0,786356025.0,Large Cap
ROK,"Rockwell Automation, Inc.",Industrials,Specialty Industrial Machinery,44083277824.0,45.96483,1.41,8.53,8342000128.0,0.104169995,95.742,2.368,0.20281,0.07238,1.507,396.89,215.0,803551.0,112434397.0,Large Cap
ROL,"Rollins, Inc.",Consumer Cyclical,Personal Services,28365322240.0,54.70093,1.25,1.07,3680305920.0,0.14019,59.534,0.773,0.36208,0.14887,0.791,60.35,45.34,1803645.0,484628814.0,Large Cap
ROP,"Roper Technologies, Inc.",Technology,Software - Application,47712444416.0,30.507227,0.81,14.53,7720999936.0,0.20337,47.288,0.577,0.081549995,0.041050002,0.939,595.17,435.42,980256.0,107637430.0,Large Cap
ROST,"Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,52924067840.0,25.830156,1.0,6.3,21497755648.0,0.09596,88.407,1.577,0.37979,0.11054,1.048,165.07,122.36,2607325.0,325226266.0,Large Cap
RCL,Royal Caribbean Cruises Ltd.,Consumer Cyclical,Travel Services,71873495040.0,17.723604,1.51,14.87,17436999680.0,0.23318,203.878,0.165,0.46677,0.07463,1.906,366.5,164.01,2059876.0,272712972.0,Large Cap
SPGI,S&P Global Inc.,Financial Services,Financial Data & Stock Exchanges,150712647680.0,36.251278,0.78,13.73,15011999744.0,0.28091,31.784,0.974,0.119940005,0.06626,1.191,579.05,427.14,1532437.0,302800000.0,Large Cap
CRM,"Salesforce, Inc.",Technology,Software - Application,232763998208.0,35.486214,0.69,6.89,39502000128.0,0.16868,19.255,1.124,0.11201999,0.055209998,1.243,369.0,226.48,9256526.0,952000000.0,Large Cap
SBAC,SBA Communications Corporation,Real Estate,REIT - Specialty,21615239168.0,25.482412,2.23,7.96,2789255936.0,0.30724,,0.504,,0.0896,0.863,245.16,185.45,1201685.0,106563000.0,Large Cap
SLB,SLB N.V.,Energy,Oil & Gas Equipment & Services,56186466304.0,14.634242,3.09,2.57,35247001600.0,0.10341,47.459,1.387,0.15182,0.0686,0.732,44.97,31.11,16310187.0,1493923635.0,Large Cap
STX,Seagate Technology Holdings plc,Technology,Computer Hardware,61504737280.0,36.970474,1.01,7.79,9557999616.0,0.17922,,0.979,,0.1699,1.62,296.15,63.19,4319743.0,213558113.0,Large Cap
SRE,Sempra,Utilities,Utilities - Diversified,61045301248.0,28.778461,2.78,3.25,13710999552.0,0.15754,81.287,1.587,0.0677,0.01845,0.735,95.77,61.9,3694292.0,652681521.0,Large Cap
NOW,"ServiceNow, Inc.",Technology,Software - Application,179149324288.0,104.57716,,8.23,12666999808.0,0.13665,21.255,1.063,0.16813,0.056500003,0.961,1198.09,678.66,1534914.0,208151000.0,Large Cap
SHW,The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,85543092224.0,33.69922,0.92,10.24,23275599872.0,0.110489994,325.153,0.822,0.59939,0.09191,1.242,400.42,308.84,1996379.0,247893513.0,Large Cap
SPG,"Simon Property Group, Inc.",Real Estate,REIT - Retail,69778882560.0,26.889534,4.81,6.88,6155274752.0,0.36498,884.863,0.592,0.82455003,0.058319997,1.399,190.14,136.34,1607718.0,326462060.0,Large Cap
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors,10236601344.0,22.353897,4.11,3.08,4086899968.0,0.116739996,20.898,2.325,0.0789,0.03948,1.296,95.46,47.93,2788582.0,148679767.0,Large Cap
SJM,The J. M. Smucker Company,Consumer Defensive,Packaged Foods,11578540032.0,,4.1,-13.72,8714300416.0,-0.16750999,137.159,0.813,-0.21316999,0.04463,0.211,125.42,93.3,1961848.0,106685160.0,Large Cap
SW,Smurfit Westrock Plc,Consumer Cyclical,Packaging & Containers,18715158528.0,24.547945,4.85,1.46,31138000896.0,0.02402,76.445,1.482,0.04099,0.02747,1.005,56.986,35.0,4816354.0,522186327.0,Large Cap
SNA,Snap-on Incorporated,Industrials,Tools & Accessories,17842233344.0,18.008924,2.84,19.05,5115400192.0,0.19827999,22.27,4.399,0.18330999,0.10019,0.777,373.9,289.81,314703.0,52007557.0,Large Cap
SOLS,"Solstice Advanced Materials, Inc.",Technology,Semiconductor Equipment & Materials,7320249856.0,27.951515,,1.65,3812000000.0,0.08631,13.581,1.532,,,,61.0,41.0,6857568.0,158721802.0,Mid Cap
SOLV,Solventum Corporation,Healthcare,Medical Instruments & Supplies,12814304256.0,8.482204,,8.71,8401999872.0,0.18139,103.028,1.5,0.37271,0.03208,,85.92,60.7,1148271.0,173447557.0,Large Cap
SO,The Southern Company,Utilities,Utilities - Regulated Electric,100354703360.0,22.671642,3.26,4.02,28913000448.0,0.15422,192.679,0.755,0.11429,0.03457,0.44,100.84,80.46,5273440.0,1101104843.0,Large Cap
LUV,Southwest Airlines Co.,Industrials,Airlines,16543791104.0,50.77778,2.2,0.63,27551000576.0,0.0137600005,67.618,0.491,0.04168,0.00712,1.182,37.96,23.82,9073618.0,517155080.0,Large Cap
SWK,"Stanley Black & Decker, Inc.",Industrials,Tools & Accessories,10473321472.0,23.317242,4.89,2.9,15166300160.0,0.02892,78.538,1.109,0.04918,0.02863,1.204,93.63,53.91,2070423.0,154884964.0,Large Cap
SBUX,Starbucks Corporation,Consumer Cyclical,Restaurants,98250891264.0,53.018402,2.93,1.63,36689301504.0,0.07175,,0.756,,0.07566,0.984,117.46,75.5,9544700.0,1136900000.0,Large Cap
STT,State Street Corporation,Financial Services,Asset Management,33358284800.0,12.678344,2.81,9.42,13626000384.0,0.21877001,,,0.111499995,0.0084,1.456,120.81,72.81,1905520.0,279312436.0,Large Cap
STLD,"Steel Dynamics, Inc.",Basic Materials,Steel,22252793856.0,20.182781,1.31,7.55,17634670592.0,0.0639,42.166,3.107,0.12550999,0.05547,1.477,164.73,103.17,1305781.0,146034859.0,Large Cap
STE,STERIS plc,Healthcare,Medical Devices,26175807488.0,38.263992,0.95,6.97,5702414848.0,0.12073,29.314,2.37,0.101339996,0.06434,1.026,267.53,200.98,590607.0,98147009.0,Large Cap
SYK,Stryker Corporation,Healthcare,Medical Devices,139087478784.0,47.855267,0.95,7.6,24380999680.0,0.12071,78.646,1.849,0.14036,0.07497,0.899,406.19,329.16,1403110.0,382423648.0,Large Cap
SMCI,"Super Micro Computer, Inc.",Technology,Computer Hardware,23174418432.0,30.566929,,1.27,21052575744.0,0.03766,79.184,5.394,0.12787,0.04587,1.478,66.44,17.25,29023175.0,596971133.0,Large Cap
SYF,Synchrony Financial,Financial Services,Credit Services,26803933184.0,8.160088,1.61,9.12,9644999680.0,0.37066,,,0.21636999,0.030269999,1.455,77.41,40.545,3276704.0,360171098.0,Large Cap
SNPS,"Synopsys, Inc.",Technology,Software - Infrastructure,73482174464.0,53.387318,,7.41,6435303936.0,0.31042,54.828,1.625,0.065019995,0.02305,1.146,651.73,365.74,2845035.0,185748673.0,Large Cap
SYY,Sysco Corporation,Consumer Defensive,Food Distribution,36149219328.0,20.238605,2.9,3.73,82033999872.0,0.02211,690.715,1.148,0.8346,0.08311,0.623,83.47,67.12,2974323.0,478861056.0,Large Cap
TMUS,"T-Mobile US, Inc.",Communication Services,Telecom Services,237101023232.0,20.421965,1.98,10.38,85846999040.0,0.13826999,200.622,0.893,0.19034,0.05743,0.435,276.49,199.41,4493195.0,1118506626.0,Large Cap
TROW,"T. Rowe Price Group, Inc.",Financial Services,Asset Management,22624628736.0,11.305344,4.93,9.17,7205199872.0,0.28892002,4.09,3.81,0.1867,0.10049,1.54,125.81,77.85,1514635.0,218237000.0,Large Cap
TTWO,"Take-Two Interactive Software, Inc.",Communication Services,Electronic Gaming & Multimedia,44476264448.0,,,-22.77,6219899904.0,-0.64265,102.325,1.154,-0.86609,-0.0062599997,0.954,264.79,176.68,1626471.0,184778832.0,Large Cap
TPR,"Tapestry, Inc.",Consumer Cyclical,Luxury Goods,20882462720.0,78.49231,1.51,1.3,7207799808.0,0.03765,1051.139,1.525,0.16053,0.09236,1.664,118.56,49.84,3614565.0,204649752.0,Large Cap
TRGP,Targa Resources Corp.,Energy,Oil & Gas Midstream,37185302528.0,23.346361,2.36,7.42,17378099200.0,0.09949,615.121,0.773,0.4985,0.08448,0.902,218.51,144.14,1526670.0,214658564.0,Large Cap
TGT,Target Corporation,Consumer Defensive,Discount Stores,41613873152.0,10.67366,5.03,8.58,105640001536.0,0.03718,132.309,0.99,0.26319,0.06138,1.125,158.42,85.36,8241529.0,454399148.0,Large Cap
TEL,TE Connectivity plc,Technology,Electronic Components,72802992128.0,40.058346,1.15,6.17,17262000128.0,0.106709994,44.729,1.556,0.14618,0.088240005,1.239,250.67,116.3,1712698.0,294558144.0,Large Cap
TDY,Teledyne Technologies Incorporated,Technology,Scientific & Technical Instruments,24175532032.0,29.815285,,17.27,6005400064.0,0.13616,23.989,1.787,0.08127,0.04685,1.026,595.99,419.0,289720.0,46950987.0,Large Cap
TER,"Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,27755689984.0,64.68248,0.26,2.74,2859570944.0,0.15495,9.89,1.759,0.15767999,0.08334,1.848,191.56,65.77,3741292.0,156608303.0,Large Cap
TSLA,"Tesla, Inc.",Consumer Cyclical,Auto Manufacturers,1462096625664.0,299.06122,,1.47,95632998400.0,0.05314,17.082,2.066,0.06791,0.0235,1.872,488.54,214.25,87324871.0,3325819167.0,Large Cap
TXN,Texas Instruments Incorporated,Technology,Semiconductors,145134354432.0,29.094719,3.54,5.49,17265999872.0,0.29208001,84.477,4.45,0.29757,0.10697,0.994,221.69,139.95,7537831.0,908623020.0,Large Cap
TPL,Texas Pacific Land Corporation,Energy,Oil & Gas E&P,22731001856.0,47.85631,0.64,20.67,772395008.0,0.61676997,1.292,10.857,0.3937,0.27351,0.954,1769.14,845.56,131712.0,22979410.0,Large Cap
TXT,Textron Inc.,Industrials,Aerospace & Defense,14529673216.0,18.041574,0.1,4.57,14236999680.0,0.05809,55.332,1.838,0.11465,0.043670002,1.016,88.38,57.7,1386746.0,176224064.0,Large Cap
TMO,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,220349022208.0,33.92076,0.3,17.29,43735998464.0,0.15022,69.75,1.498,0.13116999,0.04942,0.906,610.97,385.46,2063268.0,375708059.0,Large Cap
TJX,"The TJX Companies, Inc.",Consumer Cyclical,Apparel Retail,162667134976.0,33.29385,1.16,4.39,57925001216.0,0.08587,147.992,1.174,0.59755003,0.1276,0.769,147.589,112.1,4920978.0,1112938750.0,Large Cap
TKO,"TKO Group Holdings, Inc.",Communication Services,Entertainment,14180768768.0,68.580154,1.7,2.62,2545175040.0,0.08989,42.785,1.456,0.08129,0.03032,0.254,212.49,115.77,1205004.0,78922362.0,Large Cap
TTD,"The Trade Desk, Inc.",Communication Services,Advertising Agencies,21374894080.0,50.227272,,0.88,2790504960.0,0.15717,14.456,1.71,0.16783,0.05764,1.05,141.53,41.773,15013170.0,440318931.0,Large Cap
TSCO,Tractor Supply Company,Consumer Cyclical,Specialty Retail,29558896640.0,27.024155,1.66,2.07,15399257088.0,0.07176,222.382,1.301,0.45459,0.090100005,0.72,63.99,46.85,4692857.0,528403595.0,Large Cap
TT,Trane Technologies plc,Industrials,Building Products & Equipment,93494042624.0,32.309578,0.87,13.05,21051400192.0,0.13926,55.305,1.205,0.3721,0.114209995,1.187,476.19,298.15,1265870.0,221739004.0,Large Cap
TDG,TransDigm Group Incorporated,Industrials,Aerospace & Defense,72917270528.0,42.90451,,30.16,8579999744.0,0.22517,,3.128,,0.112320006,0.923,1623.83,1183.6,319659.0,56350285.0,Large Cap
TRV,"The Travelers Companies, Inc.",Financial Services,Insurance - Property & Casualty,63800598528.0,11.25177,1.56,25.42,48404000768.0,0.121350005,29.318,0.338,0.19809,0.034560002,0.549,287.95,230.23,1211957.0,223063417.0,Large Cap
TRMB,Trimble Inc.,Technology,Scientific & Technical Instruments,18933749760.0,54.506847,,1.46,3600900096.0,0.099309996,24.038,1.004,0.06131,0.03812,1.604,87.5,52.91,1372931.0,237920962.0,Large Cap
TFC,Truist Financial Corporation,Financial Services,Banks - Regional,57962651648.0,12.147453,4.61,3.73,18279999488.0,0.28605,,,0.07982,0.00982,0.886,49.06,33.56,8112528.0,1279246311.0,Large Cap
TYL,"Tyler Technologies, Inc.",Technology,Software - Application,20223031296.0,65.27778,,7.2,2298291968.0,0.13719,17.86,1.028,0.091680005,0.045840003,0.911,661.31,450.0,348792.0,43027728.0,Large Cap
TSN,"Tyson Foods, Inc.",Consumer Defensive,Farm Products,19598030848.0,41.73684,3.78,1.33,54441000960.0,0.00871,48.445,1.552,0.0276,0.024419999,,65.95,50.56,2777951.0,285760382.0,Large Cap
USB,U.S. Bancorp,Financial Services,Banks - Regional,74022150144.0,10.897025,4.37,4.37,26012999680.0,0.27632,,,0.1172,0.01044,1.115,53.98,35.18,9314264.0,1554434067.0,Large Cap
UBER,"Uber Technologies, Inc.",Technology,Software - Application,194484928512.0,12.046331,,7.77,49609998336.0,0.33542,45.755,1.154,0.72994006,0.051609997,1.183,101.99,59.33,16738214.0,2077830381.0,Large Cap
UDR,"UDR, Inc.",Real Estate,REIT - Residential,13199707136.0,79.68182,4.98,0.44,1742477056.0,0.08595,144.858,0.159,0.03649,0.02016,0.717,46.62,32.94,2612701.0,330489065.0,Large Cap
ULTA,"Ulta Beauty, Inc.",Consumer Cyclical,Specialty Retail,23442841600.0,20.08567,,26.03,11654554624.0,0.10308,87.863,1.395,0.48521,0.15983,0.869,572.23,309.01,664967.0,44838364.0,Large Cap
UNP,Union Pacific Corporation,Industrials,Railroads,133342568448.0,19.083193,2.47,11.78,24546000896.0,0.2873,189.829,0.748,0.41619,0.09198,1.001,256.84,204.66,4100881.0,593160889.0,Large Cap
UAL,"United Airlines Holdings, Inc.",Industrials,Airlines,30738921472.0,9.514029,,9.98,58368999424.0,0.05643,218.897,0.667,0.25588,0.04435,1.312,116.0,52.0,5942534.0,323737989.0,Large Cap
UPS,"United Parcel Service, Inc.",Industrials,Integrated Freight & Logistics,80622084096.0,14.68779,7.05,6.47,89483001856.0,0.061490003,184.32,1.305,0.33618,0.07276,1.096,138.67,82.0,8293745.0,738990054.0,Large Cap
URI,"United Rentals, Inc.",Industrials,Rental & Leasing Services,54404415488.0,22.03634,0.84,38.8,15985999872.0,0.15826,169.022,0.898,0.28781,0.08681,1.671,1021.47,525.91,514942.0,63630147.0,Large Cap
UNH,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,296616853504.0,17.054688,2.75,19.2,435159007232.0,0.04042,75.734,0.823,0.17476,0.05361,0.429,624.48,234.6,12840565.0,905838620.0,Large Cap
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,14021695488.0,10.676023,0.36,21.02,16992502784.0,0.08093,70.037,1.031,0.20028,0.08218,1.285,229.76,152.33,673198.0,55233701.0,Large Cap
VLO,Valero Energy Corporation,Energy,Oil & Gas Refining & Marketing,55164026880.0,37.679165,2.52,4.8,116552998912.0,0.01283,39.561,1.596,0.052389998,0.03586,0.761,182.99,99.0,2538234.0,305009539.0,Large Cap
VTR,"Ventas, Inc.",Real Estate,REIT - Healthcare Facilities,35779547136.0,143.71698,2.53,0.53,5544046080.0,0.042930003,100.11,0.524,0.021559998,0.021370001,0.802,76.62,56.68,2770454.0,469732824.0,Large Cap
VLTO,Veralto Corporation,Industrials,Pollution & Treatment Controls,24305827840.0,26.819178,0.45,3.65,5452000256.0,0.16746001,100.772,1.568,0.37978,0.11594,1.131,110.11,83.865,1323295.0,248297345.0,Large Cap
VRSN,"VeriSign, Inc.",Technology,Software - Infrastructure,23052636160.0,29.017504,1.24,8.57,1626700032.0,0.49855998,,0.527,,0.47981,0.783,310.6,176.62,845906.0,92700000.0,Large Cap
VRSK,"Verisk Analytics, Inc.",Industrials,Consulting Services,30002735104.0,33.169495,0.85,6.49,3029499904.0,0.30418,1295.046,1.193,2.68133,0.15722,0.817,322.92,197.0,1340595.0,139372570.0,Large Cap
VZ,Verizon Communications Inc.,Communication Services,Telecom Services,171608522752.0,8.678039,6.93,4.69,137491005440.0,0.14428,164.799,0.739,0.19875,0.05175,0.324,47.36,37.59,24040485.0,4216425489.0,Large Cap
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,108901195776.0,30.248062,,14.19,11723299840.0,0.31349,10.594,2.362,0.22307,0.12039,0.322,519.68,362.5,1541078.0,253718831.0,Large Cap
VTRS,Viatris Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,12899822592.0,,4.72,-3.13,14124399616.0,-0.26134002,97.03,1.351,-0.21087,0.02184,0.837,13.55,6.85,9433782.0,1151769872.0,Large Cap
VICI,VICI Properties Inc.,Real Estate,REIT - Diversified,32737691648.0,11.646387,5.92,2.63,3969078016.0,0.70175004,62.925,37.05,0.10357001,0.05009,0.711,34.03,27.98,8858028.0,1068811371.0,Large Cap
V,Visa Inc.,Financial Services,Credit Services,654080802816.0,33.19491,0.8,10.21,40000000000.0,0.50145,68.807,1.078,0.52068,0.17261,0.82,375.51,299.0,5813870.0,1687629770.0,Large Cap
VST,Vistra Corp.,Utilities,Utilities - Independent Power Producers,60703977472.0,64.21506,0.48,2.79,17191000064.0,0.06701,335.784,0.995,0.1731,0.03592,1.39,219.82,90.51,4481493.0,338825490.0,Large Cap
VMC,Vulcan Materials Company,Basic Materials,Building Materials,38991831040.0,34.881798,0.67,8.46,7882200064.0,0.14189,56.296,2.231,0.13520999,0.06404,1.066,311.74,215.08,870245.0,132130905.0,Large Cap
WRB,W. R. Berkley Corporation,Financial Services,Insurance - Property & Casualty,29014616064.0,16.039915,0.47,4.76,14654011392.0,0.13007,31.481,0.399,0.20887,0.03825,0.381,78.48,55.97,2380632.0,380021174.0,Large Cap
GWW,"W.W. Grainger, Inc.",Industrials,Industrial Distribution,44963127296.0,26.472843,0.95,35.72,17749999616.0,0.09746,68.67,2.717,0.46719003,0.18964,1.112,1227.44,893.99,297267.0,47549337.0,Large Cap
WAB,Westinghouse Air Brake Technologies Corporation,Industrials,Railroads,35548835840.0,30.179972,0.48,6.89,10785000448.0,0.10941,51.131,1.424,0.11147001,0.05862,0.995,216.1,151.81,983050.0,170957186.0,Large Cap
WMT,Walmart Inc.,Consumer Defensive,Discount Stores,824711774208.0,39.033962,0.92,2.65,693152972800.0,0.03079,68.719,0.792,0.23375,0.06994,0.649,109.58,79.81,16341000.0,7972851122.0,Large Cap
DIS,The Walt Disney Company,Communication Services,Entertainment,206492696576.0,18.001566,0.89,6.38,94535000064.0,0.12219,37.152,0.722,0.1146,0.04524,1.491,124.69,80.1,7771317.0,1797933833.0,Large Cap
WBD,"Warner Bros. Discovery, Inc.",Communication Services,Entertainment,57117310976.0,121.31579,,0.19,37862998016.0,0.01281,89.857,1.074,0.00969,0.01055,1.615,23.19,7.52,52409225.0,2477974509.0,Large Cap
WM,"Waste Management, Inc.",Industrials,Waste Management,81890787328.0,32.011024,1.65,6.35,24783998976.0,0.10345,245.399,0.843,0.29328,0.07051,0.594,242.58,194.11,1747131.0,402867051.0,Large Cap
WAT,Waters Corporation,Healthcare,Diagnostics & Research,22988744704.0,35.49081,,10.88,3105637888.0,0.20891,66.042,1.534,0.32987,0.11534,1.178,423.56,275.05,675629.0,59534740.0,Large Cap
WEC,"WEC Energy Group, Inc.",Utilities,Utilities - Regulated Electric,36595601408.0,21.306818,3.18,5.28,9547200512.0,0.17748,151.448,0.498,0.12807,0.03056,0.556,118.19,91.94,2166626.0,325294252.0,Large Cap
WFC,Wells Fargo & Company,Financial Services,Banks - Diversified,270557708288.0,14.199341,2.09,6.07,79072002048.0,0.26629,,,0.115200005,0.01064,1.106,88.5,58.42,14634140.0,3139084542.0,Large Cap
WELL,Welltower Inc.,Real Estate,REIT - Healthcare Facilities,131987750912.0,132.62758,1.55,1.45,9907853312.0,0.09693,46.211,6.991,0.0275,0.02001,0.853,192.775,123.11,3014998.0,686328043.0,Large Cap
WST,"West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,19957821440.0,41.09778,0.32,6.75,3017900032.0,0.16293,9.93,2.87,0.16945,0.10222,1.165,348.9,187.43,652526.0,71943412.0,Large Cap
WDC,Western Digital Corporation,Technology,Computer Hardware,58119462912.0,23.908579,0.29,7.11,10126000128.0,0.25459,,1.213,0.29707,0.0828,1.893,178.05,28.83,9216364.0,341899281.0,Large Cap
WY,Weyerhaeuser Company,Real Estate,REIT - Specialty,16392378368.0,49.43478,3.7,0.46,7072000000.0,0.0468,58.233,1.227,0.03419,0.019270001,1.086,32.7,22.29,4830910.0,720861000.0,Large Cap
WSM,"Williams-Sonoma, Inc.",Consumer Cyclical,Specialty Retail,23321632768.0,21.347826,1.36,8.97,7829758976.0,0.14390999,64.858,1.503,0.51219004,0.17455,1.539,219.98,128.37,1172576.0,121790333.0,Large Cap
WMB,"The Williams Companies, Inc.",Energy,Oil & Gas Midstream,74005856256.0,31.398964,3.3,1.93,11582000128.0,0.20462999,188.338,0.422,0.16902,0.04537,0.641,65.55,51.58,6988148.0,1221218867.0,Large Cap
WTW,Willis Towers Watson Public Limited Company,Financial Services,Insurance Brokers,30844461056.0,15.413398,1.14,20.9,9806999552.0,0.21576001,75.685,1.104,0.27633,0.05075,0.636,352.79,292.97,559692.0,95748613.0,Large Cap
WDAY,"Workday, Inc.",Technology,Software - Application,60603658240.0,106.065414,,2.14,8958999552.0,0.06507,41.169,2.105,0.06656,0.02815,1.142,294.0,205.33,3122173.0,217000000.0,Large Cap
WYNN,"Wynn Resorts, Limited",Consumer Cyclical,Resorts & Casinos,13107543040.0,27.952328,0.78,4.51,7110737920.0,0.07092,,1.757,,0.055770002,1.099,134.23,65.25,1840329.0,103974479.0,Large Cap
